ref,state,constituency,won status,votes,(votes),Name,Party Name
6927,Maharashtra,Jalgaon(3),lost,4192,( -670236),LALIT (BANTI) SHARMA,Independent
6928,Maharashtra,Jalgaon(3),lost,3983,( -670445),KARAN PAWAR,Independent
6929,Maharashtra,Jalgaon(3),lost,3404,( -671024),ADVOCATE VIJAY BABULAL DANEJ,Independent
6930,Maharashtra,Jalgaon(3),lost,3370,( -671058),MUKESH MULCHAND KOLI,Independent
6931,Maharashtra,Jalgaon(3),lost,2476,( -671952),MAHENDRA DEVRAM KOLI,Independent
6932,Maharashtra,Jalgaon(3),lost,1901,( -672527),AHMAD KHAN,Independent
6933,Maharashtra,Jalgaon(3),lost,1606,( -672822),ABDUL SHAKUR DESHPANDE,Independent
6934,Maharashtra,Jalgaon(3),lost,1224,( -673204),ADV. NAMDEO PANDURANG KOLI,Independent
6935,Maharashtra,Jalgaon(3),lost,1110,( -673318),PATIL SANDIP YUVRAJ,Independent
6936,Maharashtra,Jalgaon(3),,13919,( -660509),NOTA,None of the Above
6937,Maharashtra,Shirdi (38),won,476900,(+ 50529),BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey)
6938,Maharashtra,Shirdi (38),lost,426371,( -50529),LOKHANDE SADASHIV KISAN,Shiv Sena
6939,Maharashtra,Shirdi (38),lost,90929,( -385971),UTKARSHA PREMANAND RUPWATE,Vanchit Bahujan  Aaghadi
6940,Maharashtra,Shirdi (38),lost,14006,( -462894),BHAUSAHEB RAMNATH WAKCHAURE,Independent
6941,Maharashtra,Shirdi (38),lost,7040,( -469860),RAMCHANDRA NAMDEV JADHAV,Bahujan Samaj Party
6942,Maharashtra,Shirdi (38),lost,5537,( -471363),RAVINDRA KALLAYYA SWAMY,Independent
6943,Maharashtra,Shirdi (38),lost,4776,( -472124),ABHIJEET ASHOKRAO POTE,Independent
6944,Maharashtra,Shirdi (38),lost,3403,( -473497),BHARAT SAMBHAJI BHOSLE,Samata Party
6945,Maharashtra,Shirdi (38),lost,2771,( -474129),SATISH BHIVA PAWAR,Independent
6946,Maharashtra,Shirdi (38),lost,2757,( -474143),GANGADHAR RAJARAM KADAM,Independent
6947,Maharashtra,Shirdi (38),lost,2660,( -474240),BAGUL GORAKSHA TANHAJI,Independent
6948,Maharashtra,Shirdi (38),lost,2545,( -474355),PRASHANT VASANT NIKAM,Independent
6949,Maharashtra,Shirdi (38),lost,2532,( -474368),ADV NITIN DADAHARI POL,Bahujan Bharat Party
6950,Maharashtra,Shirdi (38),lost,2505,( -474395),RAJENDRA RATNAKAR WAGHMARE,Rashtriya Jankranti Party
6951,Maharashtra,Shirdi (38),lost,2204,( -474696),ADV SIDHARTH DEEPAK BODHAK,Independent
6952,Maharashtra,Shirdi (38),lost,2080,( -474820),CHANDRAKANT SAMBHAJI DONDE,Independent
6953,Maharashtra,Shirdi (38),lost,1798,( -475102),ASHOK RAMCHANDRA ALHAT,Independent
6954,Maharashtra,Shirdi (38),lost,1557,( -475343),KHAJEKAR VIJAYRAO GOVINDRAO,Independent
6955,Maharashtra,Shirdi (38),lost,1150,( -475750),KHARAT NACHIKET RAGHUNATH,Independent
6956,Maharashtra,Shirdi (38),lost,963,( -475937),SANJAY POPAT BHALERAO,Independent
6957,Maharashtra,Shirdi (38),,5380,( -471520),NOTA,None of the Above
6958,Maharashtra,Mumbai South(31),won,395655,(+ 52673),ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey)
6959,Maharashtra,Mumbai South(31),lost,342982,( -52673),YAMINI YASHWANT JADHAV,Shiv Sena
6960,Maharashtra,Mumbai South(31),lost,5612,( -390043),AFZAL S. DAWOODANI,Vanchit Bahujan  Aaghadi
6961,Maharashtra,Mumbai South(31),lost,4478,( -391177),MOHAMMED SHUAIB BASHIR KHATEEB,Bahujan Samaj Party
6962,Maharashtra,Mumbai South(31),lost,3090,( -392565),ARVIND NARAYAN SAWANT,Independent
6963,Maharashtra,Mumbai South(31),lost,1715,( -393940),MOHD. NAEEM SHAIKH,Aim Political Party
6964,Maharashtra,Mumbai South(31),lost,1694,( -393961),SABEEHA KHAN,Independent
6965,Maharashtra,Mumbai South(31),lost,1045,( -394610),GOHIL MANISHA SHIVRAM,Independent
6966,Maharashtra,Mumbai South(31),lost,862,( -394793),SHANKAR SONAWANE,Independent
6967,Maharashtra,Mumbai South(31),lost,787,( -394868),RAHUL PHANASWADIKAR,Lokshahi Ekta Party
6968,Maharashtra,Mumbai South(31),lost,567,( -395088),SUBHASH RAMESH CHIPLUNKAR,Rashtriya Kisan Bahujan Party
6969,Maharashtra,Mumbai South(31),lost,490,( -395165),PRASHANT PRAKASH GHADGE,Independent
6970,Maharashtra,Mumbai South(31),lost,458,( -395197),MOHAMMED MAHTAB SHAIKH,Independent
6971,Maharashtra,Mumbai South(31),lost,267,( -395388),MATEEN AHMED RANGREJ,Independent
6972,Maharashtra,Mumbai South(31),,13411,( -382244),NOTA,None of the Above
6973,Maharashtra,Mumbai South Central(30),won,395138,(+ 53384),ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey)
6974,Maharashtra,Mumbai South Central(30),lost,341754,( -53384),RAHUL RAMESH SHEWALE,Shiv Sena
6975,Maharashtra,Mumbai South Central(30),lost,23867,( -371271),ABUL HASAN ALI HASAN KHAN,Vanchit Bahujan  Aaghadi
6976,Maharashtra,Mumbai South Central(30),lost,6532,( -388606),VIDHYASAGAR ALIAS SURESH BHIMRAO VIDHYAGAR,Bahujan Samaj Party
6977,Maharashtra,Mumbai South Central(30),lost,1899,( -393239),AKASH LAXMAN KHARATMAL,Independent
6978,Maharashtra,Mumbai South Central(30),lost,1612,( -393526),ASHWINI KUMAR PATHAK,Independent
6979,Maharashtra,Mumbai South Central(30),lost,1578,( -393560),ADV. SANTOSH PUNJIRAM SANJKAR,Independent
6980,Maharashtra,Mumbai South Central(30),lost,1537,( -393601),KARAM HUSSAIN KITABULLAH KHAN,Peace Party
6981,Maharashtra,Mumbai South Central(30),lost,1444,( -393694),ADV. MAHENDRA TULSHIRAM BHINGARDIVE,Right to Recall Party
6982,Maharashtra,Mumbai South Central(30),lost,1191,( -393947),SAEED CHOUDHARY,Social Democratic Party Of India
6983,Maharashtra,Mumbai South Central(30),lost,975,( -394163),DEEPAK M. CHAUGULE,Bahujan Republican  Socialist Party
6984,Maharashtra,Mumbai South Central(30),lost,971,( -394167),ISHWAR VILAS TATHAWADE,Rashtriya Mahaswaraj Bhumi Party
6985,Maharashtra,Mumbai South Central(30),lost,959,( -394179),JAHID ALI NASIR AHMED SHAIKH,Aazad Samaj Party (Kanshi Ram)
6986,Maharashtra,Mumbai South Central(30),lost,930,( -394208),DR. ARJUN MAHADEO MURUDKAR,Bharatheeya Jawan Kisan Party
6987,Maharashtra,Mumbai South Central(30),lost,714,( -394424),VIVEK YESHWANT PATIL,Independent
6988,Maharashtra,Mumbai South Central(30),,13423,( -381715),NOTA,None of the Above
6989,Maharashtra,Mumbai North East(28),won,450937,(+ 29861),SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey)
6990,Maharashtra,Mumbai North East(28),lost,421076,( -29861),MIHIR CHANDRAKANT KOTECHA,Bharatiya Janata Party
6991,Maharashtra,Mumbai North East(28),lost,14657,( -436280),DAULAT KADAR KHAN,Vanchit Bahujan  Aaghadi
6992,Maharashtra,Mumbai North East(28),lost,8318,( -442619),NANDESH VITHAL UMAP,Bahujan Samaj Party
6993,Maharashtra,Mumbai North East(28),lost,2891,( -448046),DR. SUSHMA MAURYA,Independent
6994,Maharashtra,Mumbai North East(28),lost,2764,( -448173),SANJAY B. PATIL,National People's Party
6995,Maharashtra,Mumbai North East(28),lost,2582,( -448355),SANJU MARUTI PAWAR,Maharashtra Vikas Aghadi
6996,Maharashtra,Mumbai North East(28),lost,2373,( -448564),PROF. DR. PRASHANT GANGAWANE,Desh Janhit Party
6997,Maharashtra,Mumbai North East(28),lost,1601,( -449336),PREM RAMAPATI GUPTA,Independent
6998,Maharashtra,Mumbai North East(28),lost,1294,( -449643),MOHAMMED AHMED SHAIKH,Independent
6999,Maharashtra,Mumbai North East(28),lost,1090,( -449847),MOHAMMAD ARMAN MOHAMMAD WASI KHAN,Rashtriya Janhit Sangharsh Party
7000,Maharashtra,Mumbai North East(28),lost,979,( -449958),VIDYA NAIK,Independent
7001,Maharashtra,Mumbai North East(28),lost,946,( -449991),BHOPINDER SINGH SAINI,Viro Ke Vir Indian Party
7002,Maharashtra,Mumbai North East(28),lost,838,( -450099),BANSODE DILIP,Independent
7003,Maharashtra,Mumbai North East(28),lost,746,( -450191),BHAWANI H. CHOUDHARY,Sardar Vallabhbhai Patel Party
7004,Maharashtra,Mumbai North East(28),lost,711,( -450226),DATTATRAY ARJUN UTEKAR,Bharatheeya Jawan Kisan Party
7005,Maharashtra,Mumbai North East(28),lost,678,( -450259),COMRADE SURENDRA SIBAG,All India Forward Bloc
7006,Maharashtra,Mumbai North East(28),lost,650,( -450287),SHAHAJI  NANAI THORAT,Independent
7007,Maharashtra,Mumbai North East(28),lost,641,( -450296),SANJAY SAOJI DESHPANDE,Republican Party of India
7008,Maharashtra,Mumbai North East(28),lost,524,( -450413),SANJAY PATIL,Independent
7009,Maharashtra,Mumbai North East(28),,10173,( -440764),NOTA,None of the Above
7010,Maharashtra,Nashik(21),won,616729,(+ 162001),RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey)
7011,Maharashtra,Nashik(21),lost,454728,( -162001),GODSE HEMANT TUKARAM,Shiv Sena
7012,Maharashtra,Nashik(21),lost,47193,( -569536),KARAN PANDHARINATH GAIKAR,Vanchit Bahujan  Aaghadi
7013,Maharashtra,Nashik(21),lost,44524,( -572205),SHANTIGIRIJI MAUNGIRIJI MAHARAJ,Independent
7014,Maharashtra,Nashik(21),lost,7751,( -608978),ARUN MADHUKAR KALE,Bahujan Samaj Party
7015,Maharashtra,Nashik(21),lost,6608,( -610121),CHANDRAKANT KESHAVRAO THAKUR,Independent
7016,Maharashtra,Nashik(21),lost,4997,( -611732),AMOL SAMPATRAO KAMBLE,Rashtriya Kisan Bahujan Party
7017,Maharashtra,Nashik(21),lost,4736,( -611993),DARSHANA AMOL MEDHE,Prabuddha Republican Party
7018,Maharashtra,Nashik(21),lost,3920,( -612809),KANOJE PRAKASH GIRDHARI,Independent
7019,Maharashtra,Nashik(21),lost,3861,( -612868),VAMAN MAHADEV SANGALE,Dharmarajya Paksha
7020,Maharashtra,Nashik(21),lost,3167,( -613562),SUDHIR SHRIDHAR DESHMUKH,Independent
7021,Maharashtra,Nashik(21),lost,3132,( -613597),JITENDRA NARESH BHABHE (JITENDRA BHAVE),Independent
7022,Maharashtra,Nashik(21),lost,2543,( -614186),ARIF USMAN MANSURI,Independent
7023,Maharashtra,Nashik(21),lost,2426,( -614303),JAYSHRI MAHENDRA PATIL,Sainik Samaj Party
7024,Maharashtra,Nashik(21),lost,2404,( -614325),GANESH BALASAHEB BORASTE,Independent
7025,Maharashtra,Nashik(21),lost,2388,( -614341),SIDDHESHWARANAND SARASWATI,Independent
7026,Maharashtra,Nashik(21),lost,2260,( -614469),SUSHAMA ABHIJIT GORANE,Independent
7027,Maharashtra,Nashik(21),lost,2055,( -614674),KANTILAL KISAN JADHAV,Ambedkarite Party of India
7028,Maharashtra,Nashik(21),lost,1890,( -614839),CHANDRABHAN AABAJI PURKAR,Independent
7029,Maharashtra,Nashik(21),lost,1874,( -614855),YASHWANT VALU PARDHI,Bhartiya Asmita Party
7030,Maharashtra,Nashik(21),lost,1703,( -615026),KAILASH MARUTI CHAVAN,Aam Janta Party (India)
7031,Maharashtra,Nashik(21),lost,1646,( -615083),KAMLAKAR BALASAHEB GAIKWAD,Dalit Soshit Pichhara Varg  Adhikar Dal
7032,Maharashtra,Nashik(21),lost,1376,( -615353),DHANAJI ASHOK TOPALE,Independent
7033,Maharashtra,Nashik(21),lost,1244,( -615485),BHAGYASHRI NITIN ADSUL,Indian Peoples Adhikar Party
7034,Maharashtra,Nashik(21),lost,1211,( -615518),SOPAN NIVRUTTI SOMWANSHI,Independent
7035,Maharashtra,Nashik(21),lost,1210,( -615519),ADV. ZUNJAR MHASUJI AVHAD,Bahujan Republican  Socialist Party
7036,Maharashtra,Nashik(21),lost,1200,( -615529),KOLAPPA HANUMANT DHOTRE,Independent
7037,Maharashtra,Nashik(21),lost,656,( -616073),TILOTTAMA SUNIL JAGTAP,Independent
7038,Maharashtra,Nashik(21),lost,642,( -616087),DEEPAK GAIKWAD,Independent
7039,Maharashtra,Nashik(21),lost,551,( -616178),SACHINRAJE DATTATREYA DEORE,Independent
7040,Maharashtra,Nashik(21),lost,394,( -616335),DEVIDAS PIRAJI SARKATE,Independent
7041,Maharashtra,Nashik(21),,6185,( -610544),NOTA,None of the Above
7042,Maharashtra,Parbhani(17),won,601343,(+ 134061),JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey)
7043,Maharashtra,Parbhani(17),lost,467282,( -134061),JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha
7044,Maharashtra,Parbhani(17),lost,95967,( -505376),PANJAB UTTAMRAO DAKH,Vanchit Bahujan  Aaghadi
7045,Maharashtra,Parbhani(17),lost,15395,( -585948),DR. GOVARDHAN BHIWAJI KHANDAGALE,Bahujan Bharat Party
7046,Maharashtra,Parbhani(17),lost,11062,( -590281),ALAMGIR MOHAMMAD KHAN,Bahujan Samaj Party
7047,Maharashtra,Parbhani(17),lost,11060,( -590283),KAMBLE SHIVAJI DEVAJI,Independent
7048,Maharashtra,Parbhani(17),lost,11056,( -590287),SAMIR GANESHRAO DUDHGAONKAR,Independent
7049,Maharashtra,Parbhani(17),lost,10154,( -591189),KRUSHNA TRIMBAKRAO PAWAR,Independent
7050,Maharashtra,Parbhani(17),lost,9520,( -591823),KAILAS BALIRAM PAWAR (NAIK),Baliraja Party
7051,Maharashtra,Parbhani(17),lost,8820,( -592523),PROF. DR. VILAS BANSIDHAR TANGADE,Independent
7052,Maharashtra,Parbhani(17),lost,6923,( -594420),ARJUN DNYANOBA BHISE,Independent
7053,Maharashtra,Parbhani(17),lost,6649,( -594694),COMRADE RAJAN KSHIRSAGAR,Communist Party of India
7054,Maharashtra,Parbhani(17),lost,6548,( -594795),KISHORKUMAR PRAKASH SHINDE,Independent
7055,Maharashtra,Parbhani(17),lost,5480,( -595863),KISHORE RADHAKISHAN DHAGE,Independent
7056,Maharashtra,Parbhani(17),lost,4644,( -596699),SAYED IRSHAD ALI SAYYED LAYAKH ALI,Social Democratic Party Of India
7057,Maharashtra,Parbhani(17),lost,4394,( -596949),DASHARATH PRABHKAR RATHOD,Maharashtra Vikas Aghadi
7058,Maharashtra,Parbhani(17),lost,4276,( -597067),KARBHARI KUNDLIK MITHE,Independent
7059,Maharashtra,Parbhani(17),lost,3891,( -597452),APPASAHEB OMKAR KADAM,Independent
7060,Maharashtra,Parbhani(17),lost,3628,( -597715),SHRIRAM BANSILAL JADHAV,Jai Sewalal Bahujan Vikas Party
7061,Maharashtra,Parbhani(17),lost,3604,( -597739),COMRADE GANPAT BHISE,Independent
7062,Maharashtra,Parbhani(17),lost,3539,( -597804),DNYANESHWAR JAGANNATH DAHIBHATE,Independent
7063,Maharashtra,Parbhani(17),lost,3533,( -597810),ANIL MANIKRAO MUDGALKAR,Independent
7064,Maharashtra,Parbhani(17),lost,3459,( -597884),GOVIND BHAIYYA RAMRAO DESHMUKH,Independent
7065,Maharashtra,Parbhani(17),lost,3434,( -597909),SUBHASH DATTARAV JAVLE,Independent
7066,Maharashtra,Parbhani(17),lost,3302,( -598041),RAJABHAU SHESHRAO KAKDE,Independent
7067,Maharashtra,Parbhani(17),lost,2812,( -598531),RAJENDRA RAMDAS ATKAL,Independent
7068,Maharashtra,Parbhani(17),lost,2650,( -598693),SAYYD ABDUL SATTAR AJIJ,Independent
7069,Maharashtra,Parbhani(17),lost,2619,( -598724),SHAIKH SALEEM SHAIKH IBRAHIM,All India Majlis-E-Inquilab-E-Millat
7070,Maharashtra,Parbhani(17),lost,2339,( -599004),SANGEETA VYAKANTRAO GIRI,Swarajya Shakti Sena
7071,Maharashtra,Parbhani(17),lost,2041,( -599302),ADV. VINOD CHHAGANRAO AMBHORE,Bahujan Mukti Party
7072,Maharashtra,Parbhani(17),lost,1959,( -599384),VIJAY ANNASAHEB THOMBARE,Independent
7073,Maharashtra,Parbhani(17),lost,1860,( -599483),VISHNUDAS SHIVAJI BHOSALE,Independent
7074,Maharashtra,Parbhani(17),lost,1302,( -600041),MUSTAFA MAINODDIN SHAIKH,Independent
7075,Maharashtra,Parbhani(17),lost,1246,( -600097),BOBADE SAKHARAM PADEGAONKAR,Independent
7076,Maharashtra,Parbhani(17),,3385,( -597958),NOTA,None of the Above
7077,Maharashtra,Hingoli(15),won,492535,(+ 108602),AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey)
7078,Maharashtra,Hingoli(15),lost,383933,( -108602),BABURAO KADAM KOHALIKAR,Shiv Sena
7079,Maharashtra,Hingoli(15),lost,161814,( -330721),DR. B. D. CHAVHAN,Vanchit Bahujan  Aaghadi
7080,Maharashtra,Hingoli(15),lost,14742,( -477793),AMBADAS SUKAJI GADE,Independent
7081,Maharashtra,Hingoli(15),lost,14644,( -477891),VIJAY RAMJI GABHANE,Communist Party of India  (Marxist)
7082,Maharashtra,Hingoli(15),lost,9817,( -482718),ANAND RAJARAM DHULE,Independent
7083,Maharashtra,Hingoli(15),lost,7465,( -485070),GAJANAN DHONDBA DAL,Bahujan Samaj Party
7084,Maharashtra,Hingoli(15),lost,7239,( -485296),DATTA SHRIKRISHNA SURYAWANSHI,Independent
7085,Maharashtra,Hingoli(15),lost,5014,( -487521),SARJERAO NIVRUTTI KHANDARE,Independent
7086,Maharashtra,Hingoli(15),lost,4525,( -488010),RAMPRASAD NARAYAN BANGAR,Independent
7087,Maharashtra,Hingoli(15),lost,4482,( -488053),BABURAO ANANDRAO KADAM,Independent
7088,Maharashtra,Hingoli(15),lost,4099,( -488436),DEVSARKAR VARSHA SHIVAJIRAO,Bahujan Mukti Party
7089,Maharashtra,Hingoli(15),lost,3713,( -488822),A. KADIR MASTAN SAYYED (GOREGAONKAR),Independent
7090,Maharashtra,Hingoli(15),lost,3374,( -489161),ANIL DEVRAO MOHITE,Akhil Bhartiya Parivar Party
7091,Maharashtra,Hingoli(15),lost,3192,( -489343),SUNIL MOTIRAM GAJBHAR,Independent
7092,Maharashtra,Hingoli(15),lost,2950,( -489585),ADV ALTAF AHMED,Indian National League
7093,Maharashtra,Hingoli(15),lost,2906,( -489629),ASHOK PANDURANG RATHOD,Independent
7094,Maharashtra,Hingoli(15),lost,2701,( -489834),ADV RAVI SHINDE,Independent
7095,Maharashtra,Hingoli(15),lost,2463,( -490072),SATTAR PATHAN,Independent
7096,Maharashtra,Hingoli(15),lost,2299,( -490236),MAHESH KAILAS NAPTE,Independent
7097,Maharashtra,Hingoli(15),lost,2214,( -490321),ADV. SHIVAJIRAO JADHAV,Independent
7098,Maharashtra,Hingoli(15),lost,2150,( -490385),TRISHALA MILIND KAMBLE,Bahujan Samaj Party  (Ambedkar)
7099,Maharashtra,Hingoli(15),lost,2146,( -490389),BHAWAR GOVINDRAO FULAJI,Independent
7100,Maharashtra,Hingoli(15),lost,2104,( -490431),ADV. RAMRAO ATMARAM JUMBADE,Independent
7101,Maharashtra,Hingoli(15),lost,2102,( -490433),PRAKASH MASARAM RANVIR,Republican Party of India (A)
7102,Maharashtra,Hingoli(15),lost,2063,( -490472),DESHA SHYAM BANJARA,Samnak Janta Party
7103,Maharashtra,Hingoli(15),lost,1859,( -490676),VISHVANATH BHAURAO FALEGAONKAR,Independent
7104,Maharashtra,Hingoli(15),lost,1800,( -490735),HEMANT RADHAKISHAN KANAKE,Rashtriya Kisan Bahujan Party
7105,Maharashtra,Hingoli(15),lost,1602,( -490933),RAVI RAMDAS JADHAV (SAWANEKAR),Abhinav Bharat Janseva Paksh
7106,Maharashtra,Hingoli(15),lost,1483,( -491052),DEWJI GANGARAM ASOLE,Independent
7107,Maharashtra,Hingoli(15),lost,1126,( -491409),VIJAY DNYANBA RAUT,Independent
7108,Maharashtra,Hingoli(15),lost,1028,( -491507),SUNIL DASHARATH INGOLE,Bhim Sena
7109,Maharashtra,Hingoli(15),lost,593,( -491942),VASANT KISAN PAIKRAO,Independent
7110,Maharashtra,Hingoli(15),,3123,( -489412),NOTA,None of the Above
7111,Maharashtra,Yavatmal- Washim(14),won,594807,(+ 94473),SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey)
7112,Maharashtra,Yavatmal- Washim(14),lost,500334,( -94473),RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena
7113,Maharashtra,Yavatmal- Washim(14),lost,56390,( -538417),ANIL JAYRAM RATHOD,Samnak Janta Party
7114,Maharashtra,Yavatmal- Washim(14),lost,17396,( -577411),HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party
7115,Maharashtra,Yavatmal- Washim(14),lost,7180,( -587627),SANGITA DINESH CHAVHAN,Independent
7116,Maharashtra,Yavatmal- Washim(14),lost,6781,( -588026),RAMDAS BAJIRAO GHODAM,Independent
7117,Maharashtra,Yavatmal- Washim(14),lost,6298,( -588509),VINOD PANJABRAO NANDAGAVALI,Independent
7118,Maharashtra,Yavatmal- Washim(14),lost,5514,( -589293),SANDIP SAMPAT SHINDE,Independent
7119,Maharashtra,Yavatmal- Washim(14),lost,4555,( -590252),DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha
7120,Maharashtra,Yavatmal- Washim(14),lost,3377,( -591430),AMOL KOMAWAR,Hindrashtra Sangh
7121,Maharashtra,Yavatmal- Washim(14),lost,2975,( -591832),UTTAM ONKAR INGOLE,Peoples Party of India (Democratic)
7122,Maharashtra,Yavatmal- Washim(14),lost,2794,( -592013),MANOJ MAHADEORAO GEDAM,Independent
7123,Maharashtra,Yavatmal- Washim(14),lost,1958,( -592849),NUR ALI MAHEBUB ALI SHAH,Independent
7124,Maharashtra,Yavatmal- Washim(14),lost,1863,( -592944),DR ARJUNKUMAR SITARAM RATHOD,Independent
7125,Maharashtra,Yavatmal- Washim(14),lost,1720,( -593087),PRO KISAN RAMRAO AMBURE,Independent
7126,Maharashtra,Yavatmal- Washim(14),lost,1103,( -593704),DIKSHANT NAMDEVRAO SAWAIKAR,Independent
7127,Maharashtra,Yavatmal- Washim(14),lost,1094,( -593713),GOKUL PREMDAS CHAVHAN,Independent
7128,Maharashtra,Yavatmal- Washim(14),,9391,( -585416),NOTA,None of the Above
7129,Maharashtra,Beed(39),won,683950,(+ 6553),BAJRANG MANOHAR SONWANE,Nationalist Congress Party – Sharadchandra Pawar
7130,Maharashtra,Beed(39),lost,677397,( -6553),PANKAJA GOPINATHRAO MUNDE,Bharatiya Janata Party
7131,Maharashtra,Beed(39),lost,54850,( -629100),ASHOK BHAGOJI THORAT,Bahujan Maha Party
7132,Maharashtra,Beed(39),lost,50867,( -633083),ASHOK SUKHDEV HINGE,Vanchit Bahujan  Aaghadi
7133,Maharashtra,Beed(39),lost,9472,( -674478),SHAIKH TOUSIF ABDUL SATTAR,Independent
7134,Maharashtra,Beed(39),lost,5111,( -678839),DR. SIDDHARTH RAJENDRA TAKANKAR,Bahujan Samaj Party
7135,Maharashtra,Beed(39),lost,4704,( -679246),SHAMSHER KHAN SAHEB KHAN PATHAN,Independent
7136,Maharashtra,Beed(39),lost,2662,( -681288),JAVED SIKANDAR MOMIN,Independent
7137,Maharashtra,Beed(39),lost,2586,( -681364),NAZEM KHAN JABBAR KHAN PATHAN,Independent
7138,Maharashtra,Beed(39),lost,2577,( -681373),GOKUL BAPURAO SAWASE,Independent
7139,Maharashtra,Beed(39),lost,2563,( -681387),GAFFARKHAN JABBARKHAN PATHAN,Independent
7140,Maharashtra,Beed(39),lost,2130,( -681820),DATTA SUDAM GAIKWAD,Independent
7141,Maharashtra,Beed(39),lost,2099,( -681851),SATISH PADMAKAR KAPSE,Independent
7142,Maharashtra,Beed(39),lost,1599,( -682351),KARUNA DHANANJAY MUNDE,Swarajya Shakti Sena
7143,Maharashtra,Beed(39),lost,1512,( -682438),DR. SHRIRAM VITTHALRAO KHALGE,Independent
7144,Maharashtra,Beed(39),lost,1508,( -682442),ADV. GANESH NAVNATHRAO KARANDE,Independent
7145,Maharashtra,Beed(39),lost,1303,( -682647),SHITAL SHIVAJI DHONDRE,Independent
7146,Maharashtra,Beed(39),lost,1258,( -682692),SHAIKH YASHED SHAIKH TAYYAB,Independent
7147,Maharashtra,Beed(39),lost,978,( -682972),JAWED SALEEM SYED,Tipu Sultan Party
7148,Maharashtra,Beed(39),lost,886,( -683064),PRAKASH BHAGWANRAO SOLANKE,Independent
7149,Maharashtra,Beed(39),lost,803,( -683147),CHANDRAKANT KUMAR HAJARE,Maharashtra Vikas Aghadi
7150,Maharashtra,Beed(39),lost,724,( -683226),SALAUDDIN KHAN PATHAN,Independent
7151,Maharashtra,Beed(39),lost,719,( -683231),KASPATE GANESH VYANKATRAO,Independent
7152,Maharashtra,Beed(39),lost,676,( -683274),MUBEEN ZUBERI ZAHEER UL AFAQUE,Independent
7153,Maharashtra,Beed(39),lost,580,( -683370),WASIM SHAIKH SALIM SHAIKH,Independent
7154,Maharashtra,Beed(39),lost,550,( -683400),SHAIKH EJAJ SHAIKH UMAR,Independent
7155,Maharashtra,Beed(39),lost,537,( -683413),SHESHERAO CHOKHOBA VEER,Prabuddha Republican Party
7156,Maharashtra,Beed(39),lost,533,( -683417),TATE MAHENDRA ASHOK,Ambedkarist Republican Party
7157,Maharashtra,Beed(39),lost,531,( -683419),MUSTAFA MAINODDIN SHAIKH,Independent
7158,Maharashtra,Beed(39),lost,522,( -683428),SULEMAN KHAIRODDIN MOHMMAD,Independent
